sample_id,pair_id,window_id,image_path,label,label_id,split
49,769,16,data/processed/frames/769/w00016_f01.jpg,medium,1,train
50,769,16,data/processed/frames/769/w00016_f02.jpg,medium,1,train
51,769,17,data/processed/frames/769/w00017_f00.jpg,medium,1,test
52,769,17,data/processed/frames/769/w00017_f01.jpg,medium,1,test
53,769,17,data/processed/frames/769/w00017_f02.jpg,medium,1,test
54,769,18,data/processed/frames/769/w00018_f00.jpg,medium,1,train
55,769,18,data/processed/frames/769/w00018_f01.jpg,medium,1,train
56,769,18,data/processed/frames/769/w00018_f02.jpg,medium,1,train
57,769,19,data/processed/frames/769/w00019_f00.jpg,medium,1,train
58,769,19,data/processed/frames/769/w00019_f01.jpg,medium,1,train
59,769,19,data/processed/frames/769/w00019_f02.jpg,medium,1,train
60,769,20,data/processed/frames/769/w00020_f00.jpg,medium,1,train
61,769,20,data/processed/frames/769/w00020_f01.jpg,medium,1,train
62,769,20,data/processed/frames/769/w00020_f02.jpg,medium,1,train
63,769,21,data/processed/frames/769/w00021_f00.jpg,medium,1,train
64,769,21,data/processed/frames/769/w00021_f01.jpg,medium,1,train
65,769,21,data/processed/frames/769/w00021_f02.jpg,medium,1,train
66,769,22,data/processed/frames/769/w00022_f00.jpg,medium,1,train
67,769,22,data/processed/frames/769/w00022_f01.jpg,medium,1,train
68,769,22,data/processed/frames/769/w00022_f02.jpg,medium,1,train
69,769,23,data/processed/frames/769/w00023_f00.jpg,medium,1,train
70,769,23,data/processed/frames/769/w00023_f01.jpg,medium,1,train
71,769,23,data/processed/frames/769/w00023_f02.jpg,medium,1,train
72,769,24,data/processed/frames/769/w00024_f00.jpg,medium,1,test
73,769,24,data/processed/frames/769/w00024_f01.jpg,medium,1,test
74,769,24,data/processed/frames/769/w00024_f02.jpg,medium,1,test
75,769,25,data/processed/frames/769/w00025_f00.jpg,medium,1,train
76,769,25,data/processed/frames/769/w00025_f01.jpg,medium,1,train
77,769,25,data/processed/frames/769/w00025_f02.jpg,medium,1,train
78,769,26,data/processed/frames/769/w00026_f00.jpg,medium,1,train
79,769,26,data/processed/frames/769/w00026_f01.jpg,medium,1,train
80,769,26,data/processed/frames/769/w00026_f02.jpg,medium,1,train
81,769,27,data/processed/frames/769/w00027_f00.jpg,medium,1,test
82,769,27,data/processed/frames/769/w00027_f01.jpg,medium,1,test
83,769,27,data/processed/frames/769/w00027_f02.jpg,medium,1,test
84,769,28,data/processed/frames/769/w00028_f00.jpg,medium,1,train
85,769,28,data/processed/frames/769/w00028_f01.jpg,medium,1,train
86,769,28,data/processed/frames/769/w00028_f02.jpg,medium,1,train
87,769,29,data/processed/frames/769/w00029_f00.jpg,medium,1,train
88,769,29,data/processed/frames/769/w00029_f01.jpg,medium,1,train
89,769,29,data/processed/frames/769/w00029_f02.jpg,medium,1,train
90,769,30,data/processed/frames/769/w00030_f00.jpg,low,0,val
91,769,30,data/processed/frames/769/w00030_f01.jpg,low,0,val
92,769,30,data/processed/frames/769/w00030_f02.jpg,low,0,val
93,769,31,data/processed/frames/769/w00031_f00.jpg,medium,1,val
94,769,31,data/processed/frames/769/w00031_f01.jpg,medium,1,val
95,769,31,data/processed/frames/769/w00031_f02.jpg,medium,1,val
96,769,32,data/processed/frames/769/w00032_f00.jpg,medium,1,train
97,769,32,data/processed/frames/769/w00032_f01.jpg,medium,1,train
98,769,32,data/processed/frames/769/w00032_f02.jpg,medium,1,train
99,769,33,data/processed/frames/769/w00033_f00.jpg,medium,1,train
100,769,33,data/processed/frames/769/w00033_f01.jpg,medium,1,train
101,769,33,data/processed/frames/769/w00033_f02.jpg,medium,1,train
102,769,34,data/processed/frames/769/w00034_f00.jpg,medium,1,train
103,769,34,data/processed/frames/769/w00034_f01.jpg,medium,1,train
104,769,34,data/processed/frames/769/w00034_f02.jpg,medium,1,train
105,769,35,data/processed/frames/769/w00035_f00.jpg,medium,1,train
106,769,35,data/processed/frames/769/w00035_f01.jpg,medium,1,train
107,769,35,data/processed/frames/769/w00035_f02.jpg,medium,1,train
108,769,36,data/processed/frames/769/w00036_f00.jpg,medium,1,train
109,769,36,data/processed/frames/769/w00036_f01.jpg,medium,1,train
110,769,36,data/processed/frames/769/w00036_f02.jpg,medium,1,train
111,769,37,data/processed/frames/769/w00037_f00.jpg,low,0,train
112,769,37,data/processed/frames/769/w00037_f01.jpg,low,0,train
113,769,37,data/processed/frames/769/w00037_f02.jpg,low,0,train
114,769,38,data/processed/frames/769/w00038_f00.jpg,low,0,test
115,769,38,data/processed/frames/769/w00038_f01.jpg,low,0,test
116,769,38,data/processed/frames/769/w00038_f02.jpg,low,0,test
117,769,39,data/processed/frames/769/w00039_f00.jpg,low,0,train
118,769,39,data/processed/frames/769/w00039_f01.jpg,low,0,train
119,769,39,data/processed/frames/769/w00039_f02.jpg,low,0,train
120,769,40,data/processed/frames/769/w00040_f00.jpg,low,0,train
121,769,40,data/processed/frames/769/w00040_f01.jpg,low,0,train
122,769,40,data/processed/frames/769/w00040_f02.jpg,low,0,train
123,769,41,data/processed/frames/769/w00041_f00.jpg,low,0,train
124,769,41,data/processed/frames/769/w00041_f01.jpg,low,0,train
125,769,41,data/processed/frames/769/w00041_f02.jpg,low,0,train
126,769,42,data/processed/frames/769/w00042_f00.jpg,medium,1,train
127,769,42,data/processed/frames/769/w00042_f01.jpg,medium,1,train
128,769,42,data/processed/frames/769/w00042_f02.jpg,medium,1,train
129,769,43,data/processed/frames/769/w00043_f00.jpg,medium,1,train
130,769,43,data/processed/frames/769/w00043_f01.jpg,medium,1,train
131,769,43,data/processed/frames/769/w00043_f02.jpg,medium,1,train
132,769,44,data/processed/frames/769/w00044_f00.jpg,high,2,train
133,769,44,data/processed/frames/769/w00044_f01.jpg,high,2,train
134,769,44,data/processed/frames/769/w00044_f02.jpg,high,2,train
135,769,45,data/processed/frames/769/w00045_f00.jpg,high,2,train
136,769,45,data/processed/frames/769/w00045_f01.jpg,high,2,train
137,769,45,data/processed/frames/769/w00045_f02.jpg,high,2,train
138,769,46,data/processed/frames/769/w00046_f00.jpg,high,2,test
139,769,46,data/processed/frames/769/w00046_f01.jpg,high,2,test
140,769,46,data/processed/frames/769/w00046_f02.jpg,high,2,test
141,769,47,data/processed/frames/769/w00047_f00.jpg,medium,1,train
142,769,47,data/processed/frames/769/w00047_f01.jpg,medium,1,train
143,769,47,data/processed/frames/769/w00047_f02.jpg,medium,1,train
144,769,48,data/processed/frames/769/w00048_f00.jpg,medium,1,train
145,769,48,data/processed/frames/769/w00048_f01.jpg,medium,1,train
146,769,48,data/processed/frames/769/w00048_f02.jpg,medium,1,train
147,769,49,data/processed/frames/769/w00049_f00.jpg,medium,1,test
148,769,49,data/processed/frames/769/w00049_f01.jpg,medium,1,test
149,769,49,data/processed/frames/769/w00049_f02.jpg,medium,1,test
150,769,50,data/processed/frames/769/w00050_f00.jpg,low,0,train
151,769,50,data/processed/frames/769/w00050_f01.jpg,low,0,train
152,769,50,data/processed/frames/769/w00050_f02.jpg,low,0,train
153,769,51,data/processed/frames/769/w00051_f00.jpg,medium,1,train
154,769,51,data/processed/frames/769/w00051_f01.jpg,medium,1,train
155,769,51,data/processed/frames/769/w00051_f02.jpg,medium,1,train
156,769,52,data/processed/frames/769/w00052_f00.jpg,low,0,train
157,769,52,data/processed/frames/769/w00052_f01.jpg,low,0,train
158,769,52,data/processed/frames/769/w00052_f02.jpg,low,0,train
159,769,53,data/processed/frames/769/w00053_f00.jpg,medium,1,train
160,769,53,data/processed/frames/769/w00053_f01.jpg,medium,1,train
161,769,53,data/processed/frames/769/w00053_f02.jpg,medium,1,train
162,769,54,data/processed/frames/769/w00054_f00.jpg,medium,1,test
163,769,54,data/processed/frames/769/w00054_f01.jpg,medium,1,test
164,769,54,data/processed/frames/769/w00054_f02.jpg,medium,1,test
165,769,55,data/processed/frames/769/w00055_f00.jpg,medium,1,train
166,769,55,data/processed/frames/769/w00055_f01.jpg,medium,1,train
167,769,55,data/processed/frames/769/w00055_f02.jpg,medium,1,train
168,769,56,data/processed/frames/769/w00056_f00.jpg,medium,1,train
169,769,56,data/processed/frames/769/w00056_f01.jpg,medium,1,train
170,769,56,data/processed/frames/769/w00056_f02.jpg,medium,1,train
171,769,57,data/processed/frames/769/w00057_f00.jpg,medium,1,train
172,769,57,data/processed/frames/769/w00057_f01.jpg,medium,1,train
173,769,57,data/processed/frames/769/w00057_f02.jpg,medium,1,train
174,770,0,data/processed/frames/770/w00000_f00.jpg,medium,1,train
175,770,0,data/processed/frames/770/w00000_f01.jpg,medium,1,train
176,770,0,data/processed/frames/770/w00000_f02.jpg,medium,1,train
177,770,1,data/processed/frames/770/w00001_f00.jpg,medium,1,train
178,770,1,data/processed/frames/770/w00001_f01.jpg,medium,1,train
179,770,1,data/processed/frames/770/w00001_f02.jpg,medium,1,train
180,770,2,data/processed/frames/770/w00002_f00.jpg,high,2,test
181,770,2,data/processed/frames/770/w00002_f01.jpg,high,2,test
182,770,2,data/processed/frames/770/w00002_f02.jpg,high,2,test
183,770,3,data/processed/frames/770/w00003_f00.jpg,high,2,train
184,770,3,data/processed/frames/770/w00003_f01.jpg,high,2,train
185,770,3,data/processed/frames/770/w00003_f02.jpg,high,2,train
186,770,4,data/processed/frames/770/w00004_f00.jpg,high,2,train
187,770,4,data/processed/frames/770/w00004_f01.jpg,high,2,train
188,770,4,data/processed/frames/770/w00004_f02.jpg,high,2,train
189,770,5,data/processed/frames/770/w00005_f00.jpg,high,2,train
190,770,5,data/processed/frames/770/w00005_f01.jpg,high,2,train
191,770,5,data/processed/frames/770/w00005_f02.jpg,high,2,train
192,770,6,data/processed/frames/770/w00006_f00.jpg,high,2,train
193,770,6,data/processed/frames/770/w00006_f01.jpg,high,2,train
194,770,6,data/processed/frames/770/w00006_f02.jpg,high,2,train
195,770,7,data/processed/frames/770/w00007_f00.jpg,high,2,val
196,770,7,data/processed/frames/770/w00007_f01.jpg,high,2,val
197,770,7,data/processed/frames/770/w00007_f02.jpg,high,2,val
198,770,8,data/processed/frames/770/w00008_f00.jpg,high,2,val
199,770,8,data/processed/frames/770/w00008_f01.jpg,high,2,val
200,770,8,data/processed/frames/770/w00008_f02.jpg,high,2,val
201,770,9,data/processed/frames/770/w00009_f00.jpg,medium,1,train
202,770,9,data/processed/frames/770/w00009_f01.jpg,medium,1,train
203,770,9,data/processed/frames/770/w00009_f02.jpg,medium,1,train
204,770,10,data/processed/frames/770/w00010_f00.jpg,medium,1,train
205,770,10,data/processed/frames/770/w00010_f01.jpg,medium,1,train
206,770,10,data/processed/frames/770/w00010_f02.jpg,medium,1,train
207,770,11,data/processed/frames/770/w00011_f00.jpg,medium,1,test
208,770,11,data/processed/frames/770/w00011_f01.jpg,medium,1,test
209,770,11,data/processed/frames/770/w00011_f02.jpg,medium,1,test
210,770,12,data/processed/frames/770/w00012_f00.jpg,medium,1,val
211,770,12,data/processed/frames/770/w00012_f01.jpg,medium,1,val
212,770,12,data/processed/frames/770/w00012_f02.jpg,medium,1,val
213,770,13,data/processed/frames/770/w00013_f00.jpg,medium,1,train
214,770,13,data/processed/frames/770/w00013_f01.jpg,medium,1,train
215,770,13,data/processed/frames/770/w00013_f02.jpg,medium,1,train
216,770,14,data/processed/frames/770/w00014_f00.jpg,medium,1,train
217,770,14,data/processed/frames/770/w00014_f01.jpg,medium,1,train
218,770,14,data/processed/frames/770/w00014_f02.jpg,medium,1,train
219,770,15,data/processed/frames/770/w00015_f00.jpg,low,0,train
220,770,15,data/processed/frames/770/w00015_f01.jpg,low,0,train
221,770,15,data/processed/frames/770/w00015_f02.jpg,low,0,train
222,770,16,data/processed/frames/770/w00016_f00.jpg,medium,1,test
223,770,16,data/processed/frames/770/w00016_f01.jpg,medium,1,test
224,770,16,data/processed/frames/770/w00016_f02.jpg,medium,1,test
225,770,17,data/processed/frames/770/w00017_f00.jpg,medium,1,train
226,770,17,data/processed/frames/770/w00017_f01.jpg,medium,1,train
227,770,17,data/processed/frames/770/w00017_f02.jpg,medium,1,train
228,770,18,data/processed/frames/770/w00018_f00.jpg,medium,1,test
229,770,18,data/processed/frames/770/w00018_f01.jpg,medium,1,test
230,770,18,data/processed/frames/770/w00018_f02.jpg,medium,1,test
231,770,19,data/processed/frames/770/w00019_f00.jpg,low,0,train
232,770,19,data/processed/frames/770/w00019_f01.jpg,low,0,train
233,770,19,data/processed/frames/770/w00019_f02.jpg,low,0,train
234,770,20,data/processed/frames/770/w00020_f00.jpg,medium,1,test
235,770,20,data/processed/frames/770/w00020_f01.jpg,medium,1,test
236,770,20,data/processed/frames/770/w00020_f02.jpg,medium,1,test
237,770,21,data/processed/frames/770/w00021_f00.jpg,low,0,val
238,770,21,data/processed/frames/770/w00021_f01.jpg,low,0,val
239,770,21,data/processed/frames/770/w00021_f02.jpg,low,0,val
240,770,22,data/processed/frames/770/w00022_f00.jpg,medium,1,train
241,770,22,data/processed/frames/770/w00022_f01.jpg,medium,1,train
242,770,22,data/processed/frames/770/w00022_f02.jpg,medium,1,train
243,770,23,data/processed/frames/770/w00023_f00.jpg,medium,1,train
244,770,23,data/processed/frames/770/w00023_f01.jpg,medium,1,train
245,770,23,data/processed/frames/770/w00023_f02.jpg,medium,1,train
246,770,24,data/processed/frames/770/w00024_f00.jpg,medium,1,train
247,770,24,data/processed/frames/770/w00024_f01.jpg,medium,1,train
248,770,24,data/processed/frames/770/w00024_f02.jpg,medium,1,train
249,770,25,data/processed/frames/770/w00025_f00.jpg,high,2,train
250,770,25,data/processed/frames/770/w00025_f01.jpg,high,2,train
251,770,25,data/processed/frames/770/w00025_f02.jpg,high,2,train
252,770,26,data/processed/frames/770/w00026_f00.jpg,high,2,train
253,770,26,data/processed/frames/770/w00026_f01.jpg,high,2,train
254,770,26,data/processed/frames/770/w00026_f02.jpg,high,2,train
255,770,27,data/processed/frames/770/w00027_f00.jpg,high,2,val
256,770,27,data/processed/frames/770/w00027_f01.jpg,high,2,val
257,770,27,data/processed/frames/770/w00027_f02.jpg,high,2,val
258,770,28,data/processed/frames/770/w00028_f00.jpg,high,2,train
259,770,28,data/processed/frames/770/w00028_f01.jpg,high,2,train
260,770,28,data/processed/frames/770/w00028_f02.jpg,high,2,train
261,770,29,data/processed/frames/770/w00029_f00.jpg,high,2,train
262,770,29,data/processed/frames/770/w00029_f01.jpg,high,2,train
263,770,29,data/processed/frames/770/w00029_f02.jpg,high,2,train
264,770,30,data/processed/frames/770/w00030_f00.jpg,medium,1,test
265,770,30,data/processed/frames/770/w00030_f01.jpg,medium,1,test
266,770,30,data/processed/frames/770/w00030_f02.jpg,medium,1,test
267,770,31,data/processed/frames/770/w00031_f00.jpg,medium,1,train
268,770,31,data/processed/frames/770/w00031_f01.jpg,medium,1,train
269,770,31,data/processed/frames/770/w00031_f02.jpg,medium,1,train
270,770,32,data/processed/frames/770/w00032_f00.jpg,medium,1,test
271,770,32,data/processed/frames/770/w00032_f01.jpg,medium,1,test
272,770,32,data/processed/frames/770/w00032_f02.jpg,medium,1,test
273,770,33,data/processed/frames/770/w00033_f00.jpg,medium,1,train
274,770,33,data/processed/frames/770/w00033_f01.jpg,medium,1,train
275,770,33,data/processed/frames/770/w00033_f02.jpg,medium,1,train
276,770,34,data/processed/frames/770/w00034_f00.jpg,medium,1,train
277,770,34,data/processed/frames/770/w00034_f01.jpg,medium,1,train
278,770,34,data/processed/frames/770/w00034_f02.jpg,medium,1,train
279,770,35,data/processed/frames/770/w00035_f00.jpg,medium,1,val
280,770,35,data/processed/frames/770/w00035_f01.jpg,medium,1,val
281,770,35,data/processed/frames/770/w00035_f02.jpg,medium,1,val
282,770,36,data/processed/frames/770/w00036_f00.jpg,medium,1,train
283,770,36,data/processed/frames/770/w00036_f01.jpg,medium,1,train
284,770,36,data/processed/frames/770/w00036_f02.jpg,medium,1,train
285,770,37,data/processed/frames/770/w00037_f00.jpg,medium,1,train
286,770,37,data/processed/frames/770/w00037_f01.jpg,medium,1,train
287,770,37,data/processed/frames/770/w00037_f02.jpg,medium,1,train
288,770,38,data/processed/frames/770/w00038_f00.jpg,medium,1,train
289,770,38,data/processed/frames/770/w00038_f01.jpg,medium,1,train
290,770,38,data/processed/frames/770/w00038_f02.jpg,medium,1,train
291,770,39,data/processed/frames/770/w00039_f00.jpg,medium,1,train
292,770,39,data/processed/frames/770/w00039_f01.jpg,medium,1,train
293,770,39,data/processed/frames/770/w00039_f02.jpg,medium,1,train
294,770,40,data/processed/frames/770/w00040_f00.jpg,high,2,val
295,770,40,data/processed/frames/770/w00040_f01.jpg,high,2,val
296,770,40,data/processed/frames/770/w00040_f02.jpg,high,2,val
297,770,41,data/processed/frames/770/w00041_f00.jpg,high,2,test
298,770,41,data/processed/frames/770/w00041_f01.jpg,high,2,test
299,770,41,data/processed/frames/770/w00041_f02.jpg,high,2,test
300,770,42,data/processed/frames/770/w00042_f00.jpg,high,2,train
301,770,42,data/processed/frames/770/w00042_f01.jpg,high,2,train
302,770,42,data/processed/frames/770/w00042_f02.jpg,high,2,train
303,770,43,data/processed/frames/770/w00043_f00.jpg,high,2,train
304,770,43,data/processed/frames/770/w00043_f01.jpg,high,2,train
305,770,43,data/processed/frames/770/w00043_f02.jpg,high,2,train
306,770,44,data/processed/frames/770/w00044_f00.jpg,high,2,train
307,770,44,data/processed/frames/770/w00044_f01.jpg,high,2,train
308,770,44,data/processed/frames/770/w00044_f02.jpg,high,2,train
309,770,45,data/processed/frames/770/w00045_f00.jpg,high,2,train
310,770,45,data/processed/frames/770/w00045_f01.jpg,high,2,train
311,770,45,data/processed/frames/770/w00045_f02.jpg,high,2,train
312,770,46,data/processed/frames/770/w00046_f00.jpg,high,2,train
313,770,46,data/processed/frames/770/w00046_f01.jpg,high,2,train
314,770,46,data/processed/frames/770/w00046_f02.jpg,high,2,train
315,770,47,data/processed/frames/770/w00047_f00.jpg,high,2,train
316,770,47,data/processed/frames/770/w00047_f01.jpg,high,2,train
317,770,47,data/processed/frames/770/w00047_f02.jpg,high,2,train
318,770,48,data/processed/frames/770/w00048_f00.jpg,high,2,train
319,770,48,data/processed/frames/770/w00048_f01.jpg,high,2,train
320,770,48,data/processed/frames/770/w00048_f02.jpg,high,2,train
321,770,49,data/processed/frames/770/w00049_f00.jpg,high,2,train
322,770,49,data/processed/frames/770/w00049_f01.jpg,high,2,train
323,770,49,data/processed/frames/770/w00049_f02.jpg,high,2,train
324,770,50,data/processed/frames/770/w00050_f00.jpg,medium,1,train
325,770,50,data/processed/frames/770/w00050_f01.jpg,medium,1,train
326,770,50,data/processed/frames/770/w00050_f02.jpg,medium,1,train
327,770,51,data/processed/frames/770/w00051_f00.jpg,low,0,train
328,770,51,data/processed/frames/770/w00051_f01.jpg,low,0,train
329,770,51,data/processed/frames/770/w00051_f02.jpg,low,0,train
330,770,52,data/processed/frames/770/w00052_f00.jpg,medium,1,val
331,770,52,data/processed/frames/770/w00052_f01.jpg,medium,1,val
332,770,52,data/processed/frames/770/w00052_f02.jpg,medium,1,val
333,770,53,data/processed/frames/770/w00053_f00.jpg,low,0,train
334,770,53,data/processed/frames/770/w00053_f01.jpg,low,0,train
335,770,53,data/processed/frames/770/w00053_f02.jpg,low,0,train
336,770,54,data/processed/frames/770/w00054_f00.jpg,low,0,train
337,770,54,data/processed/frames/770/w00054_f01.jpg,low,0,train
338,770,54,data/processed/frames/770/w00054_f02.jpg,low,0,train
339,770,55,data/processed/frames/770/w00055_f00.jpg,low,0,train
340,770,55,data/processed/frames/770/w00055_f01.jpg,low,0,train
341,770,55,data/processed/frames/770/w00055_f02.jpg,low,0,train
342,770,56,data/processed/frames/770/w00056_f00.jpg,low,0,test
343,770,56,data/processed/frames/770/w00056_f01.jpg,low,0,test
344,770,56,data/processed/frames/770/w00056_f02.jpg,low,0,test
345,770,57,data/processed/frames/770/w00057_f00.jpg,low,0,train
346,770,57,data/processed/frames/770/w00057_f01.jpg,low,0,train
347,770,57,data/processed/frames/770/w00057_f02.jpg,low,0,train
348,770,58,data/processed/frames/770/w00058_f00.jpg,medium,1,train
349,771,0,data/processed/frames/771/w00000_f00.jpg,medium,1,train
350,771,0,data/processed/frames/771/w00000_f01.jpg,medium,1,train
351,771,0,data/processed/frames/771/w00000_f02.jpg,medium,1,train
352,771,1,data/processed/frames/771/w00001_f00.jpg,high,2,train
353,771,1,data/processed/frames/771/w00001_f01.jpg,high,2,train
354,771,1,data/processed/frames/771/w00001_f02.jpg,high,2,train
355,771,2,data/processed/frames/771/w00002_f00.jpg,high,2,train
356,771,2,data/processed/frames/771/w00002_f01.jpg,high,2,train
357,771,2,data/processed/frames/771/w00002_f02.jpg,high,2,train
358,771,3,data/processed/frames/771/w00003_f00.jpg,medium,1,train
359,771,3,data/processed/frames/771/w00003_f01.jpg,medium,1,train
360,771,3,data/processed/frames/771/w00003_f02.jpg,medium,1,train
361,771,4,data/processed/frames/771/w00004_f00.jpg,high,2,train
362,771,4,data/processed/frames/771/w00004_f01.jpg,high,2,train
363,771,4,data/processed/frames/771/w00004_f02.jpg,high,2,train
364,771,5,data/processed/frames/771/w00005_f00.jpg,high,2,train
365,771,5,data/processed/frames/771/w00005_f01.jpg,high,2,train
366,771,5,data/processed/frames/771/w00005_f02.jpg,high,2,train
367,771,6,data/processed/frames/771/w00006_f00.jpg,high,2,val
368,771,6,data/processed/frames/771/w00006_f01.jpg,high,2,val
369,771,6,data/processed/frames/771/w00006_f02.jpg,high,2,val
370,771,7,data/processed/frames/771/w00007_f00.jpg,high,2,train
371,771,7,data/processed/frames/771/w00007_f01.jpg,high,2,train
372,771,7,data/processed/frames/771/w00007_f02.jpg,high,2,train
373,771,8,data/processed/frames/771/w00008_f00.jpg,high,2,train
374,771,8,data/processed/frames/771/w00008_f01.jpg,high,2,train
375,771,8,data/processed/frames/771/w00008_f02.jpg,high,2,train
376,771,9,data/processed/frames/771/w00009_f00.jpg,high,2,val
377,771,9,data/processed/frames/771/w00009_f01.jpg,high,2,val
378,771,9,data/processed/frames/771/w00009_f02.jpg,high,2,val
379,771,10,data/processed/frames/771/w00010_f00.jpg,high,2,train
380,771,10,data/processed/frames/771/w00010_f01.jpg,high,2,train
381,771,10,data/processed/frames/771/w00010_f02.jpg,high,2,train
382,771,11,data/processed/frames/771/w00011_f00.jpg,high,2,train
383,771,11,data/processed/frames/771/w00011_f01.jpg,high,2,train
384,771,11,data/processed/frames/771/w00011_f02.jpg,high,2,train
385,771,12,data/processed/frames/771/w00012_f00.jpg,medium,1,train
386,771,12,data/processed/frames/771/w00012_f01.jpg,medium,1,train
387,771,12,data/processed/frames/771/w00012_f02.jpg,medium,1,train
388,771,13,data/processed/frames/771/w00013_f00.jpg,low,0,train
389,771,13,data/processed/frames/771/w00013_f01.jpg,low,0,train
390,771,13,data/processed/frames/771/w00013_f02.jpg,low,0,train
391,771,14,data/processed/frames/771/w00014_f00.jpg,low,0,val
392,771,14,data/processed/frames/771/w00014_f01.jpg,low,0,val
393,771,14,data/processed/frames/771/w00014_f02.jpg,low,0,val
394,771,15,data/processed/frames/771/w00015_f00.jpg,low,0,test
395,771,15,data/processed/frames/771/w00015_f01.jpg,low,0,test
396,771,15,data/processed/frames/771/w00015_f02.jpg,low,0,test
397,771,16,data/processed/frames/771/w00016_f00.jpg,low,0,train
398,771,16,data/processed/frames/771/w00016_f01.jpg,low,0,train
399,771,16,data/processed/frames/771/w00016_f02.jpg,low,0,train
400,771,17,data/processed/frames/771/w00017_f00.jpg,low,0,train
401,771,17,data/processed/frames/771/w00017_f01.jpg,low,0,train
402,771,17,data/processed/frames/771/w00017_f02.jpg,low,0,train
403,771,18,data/processed/frames/771/w00018_f00.jpg,medium,1,train
404,771,18,data/processed/frames/771/w00018_f01.jpg,medium,1,train
405,771,18,data/processed/frames/771/w00018_f02.jpg,medium,1,train
406,771,19,data/processed/frames/771/w00019_f00.jpg,medium,1,train
407,771,19,data/processed/frames/771/w00019_f01.jpg,medium,1,train
408,771,19,data/processed/frames/771/w00019_f02.jpg,medium,1,train
409,771,20,data/processed/frames/771/w00020_f00.jpg,medium,1,val
410,771,20,data/processed/frames/771/w00020_f01.jpg,medium,1,val
411,771,20,data/processed/frames/771/w00020_f02.jpg,medium,1,val
412,771,21,data/processed/frames/771/w00021_f00.jpg,medium,1,train
413,771,21,data/processed/frames/771/w00021_f01.jpg,medium,1,train
414,771,21,data/processed/frames/771/w00021_f02.jpg,medium,1,train
